CustomerID,InvoiceDate,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
13805.0,2011-10-18 14:50:00,51,13,924.6,3,1,4,314,Others
13806.0,2011-10-07 11:43:00,63,10,256.38,3,1,2,312,Others
13807.0,2010-12-07 15:48:00,366,7,112.6,1,1,1,111,At Risk
13808.0,2011-12-04 12:18:00,5,76,1747.66,5,4,4,544,Others
13809.0,2011-02-07 13:15:00,304,12,155.05,1,1,1,111,At Risk
13810.0,2011-11-11 08:33:00,28,36,899.51,4,3,3,433,Potential Loyalist
13811.0,2011-06-09 09:54:00,183,14,591.75,1,2,3,123,At Risk
13812.0,2011-10-28 14:27:00,41,36,539.0,3,3,3,333,Others
13813.0,2011-10-31 10:38:00,39,71,1353.41,3,4,4,344,Others
13814.0,2011-10-14 16:57:00,55,58,1562.12,3,3,4,334,Others
13815.0,2011-11-17 14:19:00,21,177,4014.91,4,5,5,455,Loyal
13816.0,2011-11-16 08:38:00,23,33,555.04,4,3,3,433,Potential Loyalist
13817.0,2011-11-10 17:49:00,28,24,382.98,4,2,2,422,Potential Loyalist
13819.0,2011-02-11 10:38:00,301,36,1140.35,1,3,4,134,At Risk
13821.0,2011-07-18 09:49:00,144,59,385.64,2,4,2,242,Others
13822.0,2011-12-04 12:13:00,5,96,632.0,5,4,3,543,Others
13823.0,2011-11-21 10:22:00,18,40,957.66,4,3,4,434,Potential Loyalist
13824.0,2011-11-07 12:41:00,32,46,1698.94,3,3,4,334,Others
13826.0,2011-07-04 16:27:00,157,12,174.65,2,1,1,211,Others
13827.0,2011-10-13 12:38:00,57,93,412.05,3,4,2,342,Others
13828.0,2011-11-17 16:02:00,21,15,209.49,4,2,1,421,Potential Loyalist
13829.0,2010-12-15 16:36:00,358,1,-102.0,1,1,1,111,At Risk
13831.0,2011-11-23 15:41:00,15,74,2202.99,4,4,5,445,Big Spenders
13832.0,2011-11-22 12:31:00,17,4,40.949999999999996,4,1,1,411,Others
13833.0,2011-07-03 13:27:00,158,29,384.8,2,2,2,222,Others
13835.0,2011-11-14 15:37:00,24,55,834.57,4,3,3,433,Potential Loyalist
13837.0,2011-05-12 12:10:00,211,19,271.24,1,2,2,122,At Risk
13838.0,2011-12-04 11:00:00,5,174,691.73,5,5,3,553,Loyal
13841.0,2011-04-01 12:10:00,252,1,85.0,1,1,1,111,At Risk
13842.0,2011-10-12 10:51:00,58,206,3385.62,3,5,5,355,Loyal
13844.0,2011-11-28 13:21:00,10,20,361.62,5,2,2,522,Potential Loyalist
13845.0,2011-10-06 08:25:00,64,9,312.98,3,1,2,312,Others
13846.0,2011-11-15 12:07:00,24,58,847.61,4,3,3,433,Potential Loyalist
13848.0,2011-09-08 12:58:00,91,5,1255.0,2,1,4,214,Others
13849.0,2011-10-19 10:59:00,51,101,1537.95,3,4,4,344,Others
13850.0,2011-09-12 18:00:00,87,94,1586.81,2,4,4,244,Others
13851.0,2011-09-05 12:36:00,95,81,2651.46,2,4,5,245,Big Spenders
13853.0,2011-12-01 08:12:00,8,24,1056.94,5,2,4,524,Potential Loyalist
13854.0,2011-12-01 09:06:00,8,114,8025.0199999999995,5,4,5,545,Big Spenders
13856.0,2011-06-24 10:03:00,168,17,363.4,2,2,2,222,Others
13858.0,2011-10-13 16:17:00,56,11,216.17,3,1,1,311,Others
13859.0,2011-01-17 16:14:00,325,28,201.16,1,2,1,121,At Risk
13860.0,2011-12-08 12:57:00,0,77,1240.0,5,4,4,544,Others
13862.0,2011-11-21 16:24:00,17,142,2187.31,4,5,5,455,Loyal
13863.0,2011-04-08 17:03:00,244,22,299.56,1,2,2,122,At Risk
13865.0,2011-10-12 13:31:00,57,30,501.56,3,3,3,333,Others
13866.0,2011-09-26 14:54:00,73,7,145.67000000000002,2,1,1,211,Others
13867.0,2011-11-08 15:48:00,30,61,1015.29,4,4,4,444,Others
13868.0,2011-12-02 16:32:00,6,33,3192.54,5,3,5,535,Big Spenders
13869.0,2011-08-08 13:53:00,122,307,3104.95,2,5,5,255,Loyal
13870.0,2011-12-07 13:23:00,1,118,2751.25,5,4,5,545,Big Spenders
13871.0,2011-11-17 10:49:00,22,338,6389.8,4,5,5,455,Loyal
13873.0,2011-08-12 10:08:00,119,24,381.7,2,2,2,222,Others
13874.0,2010-12-16 18:20:00,357,18,540.45,1,2,3,123,At Risk
13875.0,2011-10-17 09:36:00,53,104,1786.79,3,4,4,344,Others
13876.0,2011-10-07 10:22:00,63,7,122.7,3,1,1,311,Others
13877.0,2011-09-14 15:49:00,85,3,117.24,2,1,1,211,Others
13878.0,2011-10-16 12:19:00,54,36,1281.53,3,3,4,334,Others
13880.0,2011-11-18 13:44:00,20,165,3219.77,4,5,5,455,Loyal
13881.0,2011-12-06 12:50:00,3,180,16989.52,5,5,5,555,Champion
13882.0,2011-12-07 11:16:00,2,66,1131.28,5,4,4,544,Others
13883.0,2011-12-08 19:20:00,0,155,2538.75,5,5,5,555,Champion
13884.0,2011-12-02 16:30:00,6,60,781.3000000000001,5,4,3,543,Others
13885.0,2011-06-03 15:07:00,188,28,506.8,1,2,3,123,At Risk
13886.0,2011-09-29 13:17:00,70,16,243.56,3,2,2,322,Others
13887.0,2011-05-19 17:22:00,203,19,349.55,1,2,2,122,At Risk
13888.0,2011-08-12 10:13:00,119,40,605.63,2,3,3,233,Others
13889.0,2011-09-08 09:13:00,92,15,416.90000000000003,2,2,2,222,Others
13890.0,2011-12-08 15:36:00,0,114,1860.8600000000001,5,4,4,544,Others
13892.0,2011-11-13 11:50:00,26,27,632.97,4,2,3,423,Potential Loyalist
13893.0,2011-02-15 11:30:00,297,21,821.1,1,2,3,123,At Risk
13894.0,2011-11-17 13:35:00,21,30,535.97,4,3,3,433,Potential Loyalist
13895.0,2011-11-18 17:15:00,20,119,2588.12,4,4,5,445,Big Spenders
13897.0,2011-10-20 14:30:00,49,17,311.16,3,2,2,322,Others
13898.0,2011-01-18 10:28:00,325,12,155.93,1,1,1,111,At Risk
13899.0,2011-11-23 13:40:00,15,19,388.52,4,2,2,422,Potential Loyalist
13900.0,2011-06-09 19:26:00,182,43,740.95,1,3,3,133,At Risk
13901.0,2011-09-28 14:48:00,71,149,2867.2,2,5,5,255,Loyal
13904.0,2011-11-02 13:41:00,36,26,332.64,3,2,2,322,Others
13908.0,2011-09-21 11:49:00,79,126,2347.05,2,5,5,255,Loyal
13911.0,2011-10-13 15:43:00,56,148,2580.91,3,5,5,355,Loyal
13914.0,2011-12-06 10:54:00,3,34,613.95,5,3,3,533,Potential Loyalist
13917.0,2011-10-21 09:56:00,49,18,272.04,3,2,2,322,Others
13918.0,2011-10-21 12:25:00,49,30,1212.8400000000001,3,3,4,334,Others
13919.0,2011-10-17 15:24:00,52,33,350.15999999999997,3,3,2,332,Others
13922.0,2010-12-23 10:38:00,351,7,172.25,1,1,1,111,At Risk
13923.0,2011-10-17 12:33:00,53,20,351.13,3,2,2,322,Others
13924.0,2011-12-08 09:39:00,1,137,1682.08,5,5,4,554,Loyal
13925.0,2011-11-03 13:00:00,35,45,616.65,3,3,3,333,Others
13926.0,2011-11-16 13:16:00,22,11,223.85000000000002,4,1,1,411,Others
13927.0,2011-09-26 12:00:00,74,21,348.99,2,2,2,222,Others
13928.0,2011-11-29 10:33:00,10,27,464.57,5,2,2,522,Potential Loyalist
13929.0,2011-06-23 15:26:00,168,10,802.85,2,1,3,213,Others
13930.0,2011-10-13 09:45:00,57,17,337.34,3,2,2,322,Others
13931.0,2011-09-15 10:03:00,85,59,1230.93,2,4,4,244,Others
13932.0,2011-02-18 12:02:00,294,16,307.4,1,2,2,122,At Risk
13933.0,2011-08-22 14:03:00,108,23,608.7900000000001,2,2,3,223,Others
13934.0,2011-03-21 08:39:00,263,31,922.1,1,3,4,134,At Risk
13936.0,2011-06-21 17:44:00,170,27,361.28,2,2,2,222,Others
13937.0,2011-06-23 16:35:00,168,9,158.85,2,1,1,211,Others
13938.0,2011-11-04 14:37:00,34,7,71.66,3,1,1,311,Others
13939.0,2011-11-16 13:33:00,22,46,556.75,4,3,3,433,Potential Loyalist
13940.0,2011-11-22 15:15:00,16,49,839.14,4,3,3,433,Potential Loyalist
13941.0,2011-11-18 09:43:00,21,47,4912.41,4,3,5,435,Big Spenders
13946.0,2011-09-21 13:33:00,78,11,561.5699999999999,2,1,3,213,Others
13947.0,2011-10-05 14:42:00,64,5,90.6,3,1,1,311,Others
13948.0,2010-12-14 10:18:00,360,3,102.0,1,1,1,111,At Risk
13949.0,2011-12-07 09:35:00,2,160,2427.32,5,5,5,555,Champion
13950.0,2011-11-28 14:44:00,10,36,728.56,5,3,3,533,Potential Loyalist
13951.0,2011-06-16 16:43:00,175,39,674.45,2,3,3,233,Others
13952.0,2011-05-12 19:27:00,210,138,3246.091,1,5,5,155,Loyal
13953.0,2011-12-02 16:04:00,6,20,3515.68,5,2,5,525,Big Spenders
13954.0,2011-12-08 12:50:00,1,30,378.59,5,3,2,532,Potential Loyalist
13955.0,2011-07-08 17:19:00,153,33,322.96,2,3,2,232,Others
13956.0,2011-12-04 13:20:00,4,152,1026.42,5,5,4,554,Loyal
13958.0,2010-12-02 17:03:00,371,5,-102.45,1,1,1,111,At Risk
13959.0,2011-09-21 15:06:00,78,92,598.2,2,4,3,243,Others
13960.0,2011-11-18 15:27:00,20,12,230.22,4,1,1,411,Others
13962.0,2011-11-18 08:47:00,21,11,169.55,4,1,1,411,Others
13963.0,2011-02-04 14:43:00,307,35,664.54,1,3,3,133,At Risk
13967.0,2011-07-17 12:02:00,145,2,80.7,2,1,1,211,Others
13969.0,2011-12-02 15:11:00,6,633,8986.69,5,5,5,555,Champion
13971.0,2011-12-01 08:27:00,8,158,2702.2200000000003,5,5,5,555,Champion
13972.0,2011-09-30 11:54:00,70,15,190.25,3,2,1,321,Others
13973.0,2011-02-25 15:21:00,286,11,264.7,1,1,2,112,At Risk
13974.0,2011-10-21 14:41:00,48,28,413.59000000000003,3,2,2,322,Others
13975.0,2011-11-08 13:19:00,30,340,2503.23,4,5,5,455,Loyal
13976.0,2011-05-17 09:13:00,206,10,357.98,1,1,2,112,At Risk
13978.0,2011-11-25 11:36:00,14,15,196.79000000000002,4,2,1,421,Potential Loyalist
13979.0,2011-09-27 13:32:00,72,54,869.87,2,3,3,233,Others
13980.0,2011-10-10 13:34:00,59,11,200.14,3,1,1,311,Others
13982.0,2011-10-31 16:24:00,38,115,1861.11,3,4,4,344,Others
13983.0,2011-11-10 11:06:00,29,112,2590.46,4,4,5,445,Big Spenders
13984.0,2011-11-13 12:38:00,26,17,488.03,4,2,3,423,Potential Loyalist
13985.0,2011-12-05 17:06:00,3,353,7024.53,5,5,5,555,Champion
13986.0,2011-11-22 15:00:00,16,13,320.46,4,1,2,412,Others
13988.0,2011-11-20 10:15:00,19,239,4098.8,4,5,5,455,Loyal
13989.0,2011-10-05 09:47:00,65,41,1266.08,3,3,4,334,Others
13990.0,2011-05-10 15:19:00,212,16,311.3,1,2,2,122,At Risk
13991.0,2011-11-27 16:18:00,11,86,850.63,4,4,3,443,Others
13992.0,2011-11-09 15:23:00,29,5,76.8,4,1,1,411,Others
13993.0,2011-11-07 13:00:00,31,125,3409.66,4,5,5,455,Loyal
13994.0,2011-12-06 11:05:00,3,155,2313.14,5,5,5,555,Champion
13995.0,2011-11-24 14:22:00,14,87,1383.49,4,4,4,444,Others
13999.0,2011-11-29 13:40:00,9,212,3865.26,5,5,5,555,Champion
14000.0,2011-05-17 13:44:00,205,16,633.71,1,2,3,123,At Risk
14001.0,2011-10-25 10:31:00,45,40,2030.3300000000002,3,3,5,335,Big Spenders
14002.0,2011-07-28 15:55:00,133,47,529.73,2,3,3,233,Others
14004.0,2011-10-27 14:40:00,42,171,4582.64,3,5,5,355,Loyal
14005.0,2011-11-30 12:41:00,9,84,2874.72,5,4,5,545,Big Spenders
14006.0,2011-08-16 09:39:00,115,30,962.19,2,3,4,234,Others
14009.0,2011-05-25 15:47:00,197,44,685.9300000000001,1,3,3,133,At Risk
14012.0,2011-03-07 12:26:00,277,11,328.8,1,1,2,112,At Risk
14013.0,2011-08-21 15:01:00,109,34,473.02,2,3,3,233,Others
14014.0,2011-09-23 13:18:00,76,39,505.18,2,3,3,233,Others
14015.0,2011-10-18 10:02:00,52,20,917.34,3,2,4,324,Others
14016.0,2011-07-08 14:27:00,153,162,4328.46,2,5,5,255,Loyal
14019.0,2011-10-24 10:13:00,46,68,1398.96,3,4,4,344,Others
14020.0,2011-11-23 09:22:00,16,39,642.8,4,3,3,433,Potential Loyalist
14021.0,2011-07-07 15:46:00,154,22,631.9,2,2,3,223,Others
14022.0,2011-04-28 14:39:00,224,28,440.0,1,2,2,122,At Risk
14023.0,2011-12-02 13:58:00,6,31,584.07,5,3,3,533,Potential Loyalist
14024.0,2011-08-10 11:30:00,121,16,327.7,2,2,2,222,Others
14027.0,2011-10-10 09:01:00,60,6,104.82,3,1,1,311,Others
14029.0,2011-10-07 14:46:00,62,15,467.66,3,2,3,323,Others
14030.0,2011-11-21 16:48:00,17,243,2360.09,4,5,5,455,Loyal
14031.0,2011-12-02 17:13:00,6,258,14634.640000000001,5,5,5,555,Champion
14032.0,2011-12-07 15:23:00,1,152,2929.84,5,5,5,555,Champion
14034.0,2011-11-17 14:02:00,21,92,512.02,4,4,3,443,Others
14035.0,2011-11-11 10:03:00,28,66,1428.02,4,4,4,444,Others
14036.0,2011-02-28 09:26:00,284,38,626.65,1,3,3,133,At Risk
14037.0,2011-06-16 13:57:00,175,28,147.20000000000002,2,2,1,221,Others
14038.0,2011-09-22 13:37:00,77,93,1554.48,2,4,4,244,Others
14039.0,2011-11-06 13:48:00,32,6,152.2,3,1,1,311,Others
14040.0,2011-10-30 12:42:00,40,241,3542.19,3,5,5,355,Loyal
14041.0,2011-03-18 13:25:00,265,21,141.41,1,2,1,121,At Risk
14044.0,2011-11-13 12:05:00,26,209,652.82,4,5,3,453,Loyal
14045.0,2011-08-22 15:27:00,108,6,1659.75,2,1,4,214,Others
14046.0,2011-02-28 14:48:00,283,14,154.99,1,2,1,121,At Risk
14047.0,2011-12-01 11:43:00,8,34,1290.01,5,3,4,534,Potential Loyalist
14048.0,2011-03-07 13:49:00,276,88,375.13,1,4,2,142,At Risk
14049.0,2011-11-23 12:20:00,16,505,5639.15,4,5,5,455,Loyal
14050.0,2011-11-08 10:00:00,31,54,746.36,4,3,3,433,Potential Loyalist
14051.0,2011-12-09 10:20:00,0,215,15477.34,5,5,5,555,Champion
14052.0,2011-11-20 12:30:00,19,56,225.36,4,3,1,431,Potential Loyalist
14053.0,2011-08-07 14:27:00,123,4,260.25,2,1,2,212,Others
14054.0,2011-10-05 15:49:00,64,6,92.46,3,1,1,311,Others
14055.0,2011-08-25 15:04:00,105,10,725.6400000000001,2,1,3,213,Others
14056.0,2011-12-08 13:36:00,0,1128,8124.4,5,5,5,555,Champion
14057.0,2011-11-16 10:32:00,23,291,6147.4,4,5,5,455,Loyal
14059.0,2011-03-18 10:06:00,266,8,183.6,1,1,1,111,At Risk
14060.0,2011-12-05 12:29:00,4,203,6135.38,5,5,5,555,Champion
14062.0,2011-11-30 10:04:00,9,111,10464.85,5,4,5,545,Big Spenders
14064.0,2011-11-10 13:14:00,28,82,1188.32,4,4,4,444,Others
14066.0,2011-03-18 12:21:00,266,7,152.55,1,1,1,111,At Risk
14067.0,2011-10-07 10:21:00,63,52,374.7,3,3,2,332,Others
14068.0,2011-01-23 16:02:00,319,24,265.85,1,2,2,122,At Risk
14071.0,2011-12-06 12:27:00,3,333,1307.41,5,5,4,554,Loyal
14073.0,2011-11-18 16:14:00,20,14,139.54,4,2,1,421,Potential Loyalist
14075.0,2011-12-05 08:38:00,4,43,942.26,5,3,4,534,Potential Loyalist
14076.0,2011-08-02 15:19:00,128,46,122.47,2,3,1,231,Others
14077.0,2011-10-30 12:35:00,40,42,499.41999999999996,3,3,3,333,Others
14078.0,2011-08-30 12:16:00,101,65,1049.37,2,4,4,244,Others
14079.0,2011-08-07 12:10:00,124,12,375.1,2,1,2,212,Others
14080.0,2011-11-07 11:09:00,32,4,45.599999999999994,3,1,1,311,Others
14081.0,2011-03-17 14:24:00,266,156,904.67,1,5,3,153,Loyal
14082.0,2010-12-10 11:02:00,364,29,182.25,1,2,1,121,At Risk
14083.0,2011-12-05 13:14:00,3,181,1018.43,5,5,4,554,Loyal
14085.0,2011-12-07 13:46:00,1,451,4435.79,5,5,5,555,Champion
14087.0,2011-12-07 12:41:00,2,70,181.67,5,4,1,541,Others
14088.0,2011-11-29 16:16:00,9,590,50415.49,5,5,5,555,Champion
14089.0,2011-10-14 10:38:00,56,14,161.0,3,2,1,321,Others
14090.0,2011-01-19 10:51:00,324,1,76.32000000000001,1,1,1,111,At Risk
14092.0,2011-12-02 12:13:00,7,217,4063.1,5,5,5,555,Champion
14093.0,2011-11-27 16:27:00,11,105,442.85,4,4,2,442,Others
14096.0,2011-12-05 17:17:00,3,5128,57120.909999999996,5,5,5,555,Champion
14098.0,2011-11-03 10:13:00,36,21,147.35,3,2,1,321,Others
14099.0,2011-11-23 13:53:00,15,252,3092.9700000000003,4,5,5,455,Loyal
14100.0,2011-07-25 11:01:00,137,26,194.9,2,2,1,221,Others
14101.0,2011-09-27 12:28:00,73,35,5976.79,2,3,5,235,Big Spenders
14102.0,2011-12-04 15:38:00,4,84,1314.73,5,4,4,544,Others
14104.0,2011-07-08 12:50:00,154,21,216.20999999999998,2,2,1,221,Others
14105.0,2011-09-15 16:13:00,84,76,1260.33,2,4,4,244,Others
14107.0,2011-10-19 12:12:00,51,124,2688.48,3,5,5,355,Loyal
14108.0,2011-11-09 10:41:00,30,35,594.16,4,3,3,433,Potential Loyalist
14109.0,2011-11-16 13:51:00,22,14,80.2,4,2,1,421,Potential Loyalist
14110.0,2011-12-06 12:26:00,3,157,5669.65,5,5,5,555,Champion
14111.0,2011-11-25 13:44:00,13,11,688.6,4,1,3,413,Others
14112.0,2011-11-17 12:30:00,22,173,2774.17,4,5,5,455,Loyal
14113.0,2011-12-06 12:18:00,3,40,1377.92,5,3,4,534,Potential Loyalist
14114.0,2011-03-11 09:42:00,273,15,386.53,1,2,2,122,At Risk
14116.0,2011-11-20 10:29:00,19,72,1382.74,4,4,4,444,Others
14117.0,2011-07-19 09:49:00,143,3,90.0,2,1,1,211,Others
14119.0,2010-12-20 13:58:00,353,1,-19.9,1,1,1,111,At Risk
14121.0,2011-12-06 12:19:00,3,161,2740.3,5,5,5,555,Champion
14124.0,2011-09-16 13:32:00,83,5,419.58000000000004,2,1,2,212,Others
14125.0,2011-11-29 12:47:00,10,167,2740.43,5,5,5,555,Champion
14126.0,2011-12-02 11:45:00,7,16,643.6300000000001,5,2,3,523,Potential Loyalist
14127.0,2011-08-09 10:49:00,122,44,709.71,2,3,3,233,Others
14128.0,2011-10-10 12:00:00,60,46,637.5,3,3,3,333,Others
14129.0,2011-12-08 11:02:00,1,52,1123.8600000000001,5,3,4,534,Potential Loyalist
14130.0,2011-01-24 16:05:00,318,67,483.86,1,4,3,143,At Risk
14132.0,2011-12-07 13:35:00,1,201,3580.13,5,5,5,555,Champion
14133.0,2011-08-02 11:34:00,129,30,590.3399999999999,2,3,3,233,Others
14135.0,2011-12-08 11:38:00,1,134,4690.31,5,5,5,555,Champion
14138.0,2011-12-08 12:44:00,1,47,982.3800000000001,5,3,4,534,Potential Loyalist
14139.0,2011-10-24 13:34:00,45,26,415.82,3,2,2,322,Others
14140.0,2011-12-06 09:05:00,3,67,920.05,5,4,4,544,Others
14141.0,2011-12-07 09:53:00,2,46,879.0300000000001,5,3,3,533,Potential Loyalist
14142.0,2010-12-01 16:33:00,372,22,311.81,1,2,2,122,At Risk
14143.0,2011-07-29 09:48:00,133,7,115.8,2,1,1,211,Others
14145.0,2011-10-24 12:10:00,46,12,3148.2,3,1,5,315,Big Spenders
14146.0,2011-12-01 10:18:00,8,245,2949.57,5,5,5,555,Champion
14147.0,2011-10-21 13:36:00,48,6,468.4,3,1,3,313,Others
14148.0,2011-04-20 12:02:00,233,3,157.2,1,1,1,111,At Risk
14149.0,2011-05-11 12:34:00,212,40,259.43,1,3,2,132,At Risk
14150.0,2011-11-04 10:05:00,35,26,658.64,3,2,3,323,Others
14152.0,2011-09-25 12:54:00,74,50,611.09,2,3,3,233,Others
14154.0,2011-04-14 16:26:00,238,52,1345.62,1,3,4,134,At Risk
14155.0,2011-03-18 14:13:00,265,6,118.75,1,1,1,111,At Risk
14156.0,2011-11-30 10:54:00,9,1420,113384.14,5,5,5,555,Champion
14157.0,2011-11-20 11:32:00,19,49,400.43,4,3,2,432,Potential Loyalist
14158.0,2011-10-30 15:08:00,39,41,507.66,3,3,3,333,Others
14159.0,2011-11-20 12:36:00,19,1212,4678.3,4,5,5,455,Loyal
14161.0,2011-05-08 11:41:00,215,108,1110.52,1,4,4,144,At Risk
14162.0,2011-06-19 11:36:00,173,25,289.36,2,2,2,222,Others
14163.0,2011-09-13 15:18:00,86,52,2445.91,2,3,5,235,Big Spenders
14164.0,2011-09-30 12:24:00,70,29,1631.77,3,2,4,324,Others
14165.0,2011-03-09 12:39:00,275,25,122.53999999999999,1,2,1,121,At Risk
14167.0,2011-10-31 14:29:00,38,52,574.84,3,3,3,333,Others
14171.0,2011-09-02 16:43:00,97,58,363.79,2,3,2,232,Others
14173.0,2011-11-29 11:54:00,10,29,450.84,5,2,2,522,Potential Loyalist
14174.0,2011-11-06 13:17:00,32,26,134.46,3,2,1,321,Others
14175.0,2011-10-19 13:42:00,50,164,3108.06,3,5,5,355,Loyal
14176.0,2011-02-15 13:12:00,296,32,574.0,1,3,3,133,At Risk
14177.0,2011-09-16 09:52:00,84,43,554.46,2,3,3,233,Others
14178.0,2011-12-01 12:01:00,8,327,1620.93,5,5,4,554,Loyal
14179.0,2011-10-30 12:07:00,40,165,719.78,3,5,3,353,Loyal
14180.0,2011-11-29 10:56:00,10,248,4640.77,5,5,5,555,Champion
14184.0,2011-10-04 12:43:00,66,24,452.89,3,2,2,322,Others
14185.0,2011-01-12 13:52:00,330,3,197.65,1,1,1,111,At Risk
14188.0,2011-12-01 09:46:00,8,71,2018.91,5,4,5,545,Big Spenders
14189.0,2011-12-07 15:55:00,1,277,4604.31,5,5,5,555,Champion
14191.0,2011-12-08 09:23:00,1,263,4660.01,5,5,5,555,Champion
14193.0,2011-10-03 09:34:00,67,42,853.39,3,3,3,333,Others
14194.0,2011-12-05 10:38:00,4,604,11216.75,5,5,5,555,Champion
14195.0,2011-05-22 10:29:00,201,8,962.7,1,1,4,114,At Risk
14196.0,2011-08-25 10:25:00,106,6,335.52,2,1,2,212,Others
14198.0,2011-12-05 16:34:00,3,44,663.5,5,3,3,533,Potential Loyalist
14199.0,2011-05-05 13:44:00,217,2,185.39999999999998,1,1,1,111,At Risk
14201.0,2011-10-10 13:27:00,59,39,688.04,3,3,3,333,Others
14204.0,2011-12-07 13:38:00,1,44,161.03,5,3,1,531,Potential Loyalist
14205.0,2011-11-29 11:56:00,10,39,218.78,5,3,1,531,Potential Loyalist
14206.0,2011-04-14 16:38:00,238,21,308.26,1,2,2,122,At Risk
14208.0,2011-09-06 12:48:00,94,10,151.74,2,1,1,211,Others
14209.0,2011-11-29 10:18:00,10,88,2067.13,5,4,5,545,Big Spenders
14210.0,2011-09-09 12:55:00,90,103,1900.89,2,4,4,244,Others
14211.0,2011-10-17 13:23:00,52,118,2208.3,3,4,5,345,Big Spenders
14212.0,2011-09-11 12:45:00,89,9,1070.48,2,1,4,214,Others
14213.0,2010-12-03 09:47:00,371,5,-1192.2,1,1,1,111,At Risk
14214.0,2011-11-09 10:31:00,30,70,1000.23,4,4,4,444,Others
14215.0,2011-11-28 12:19:00,11,109,1777.92,4,4,4,444,Others
14216.0,2011-12-06 14:56:00,2,59,1839.3,5,4,4,544,Others
14217.0,2011-12-08 11:53:00,1,107,1925.3600000000001,5,4,4,544,Others
14218.0,2011-10-28 10:00:00,42,12,169.48000000000002,3,1,1,311,Others
14219.0,2011-12-05 16:23:00,3,7,89.94,5,1,1,511,Others
14220.0,2011-04-06 13:23:00,246,21,632.4,1,2,3,123,At Risk
14221.0,2011-10-28 13:42:00,41,194,3427.85,3,5,5,355,Loyal
14222.0,2011-06-15 16:42:00,176,41,683.17,2,3,3,233,Others
14223.0,2011-09-08 13:38:00,91,61,975.23,2,4,4,244,Others
14224.0,2011-08-21 13:24:00,109,118,1050.12,2,4,4,244,Others
14226.0,2011-11-11 11:34:00,28,73,2201.64,4,4,5,445,Big Spenders
14227.0,2011-11-13 15:48:00,25,183,3315.71,4,5,5,455,Loyal
14229.0,2011-10-19 10:04:00,51,43,1450.6,3,3,4,334,Others
14231.0,2011-06-13 15:35:00,178,54,822.0600000000001,1,3,3,133,At Risk
14232.0,2011-11-08 12:17:00,31,118,2043.93,4,4,5,445,Big Spenders
14233.0,2011-10-27 09:25:00,43,36,1447.51,3,3,4,334,Others
14234.0,2011-11-17 17:53:00,21,159,775.46,4,5,3,453,Loyal
14235.0,2011-11-29 13:26:00,9,80,3093.86,5,4,5,545,Big Spenders
14236.0,2011-09-20 09:13:00,80,15,490.86,2,2,3,223,Others
14237.0,2010-12-01 13:20:00,372,9,161.0,1,1,1,111,At Risk
14238.0,2011-01-17 14:40:00,325,8,146.85,1,1,1,111,At Risk
14239.0,2011-10-27 14:40:00,42,116,2323.5,3,4,5,345,Big Spenders
14240.0,2011-11-09 13:45:00,29,42,890.34,4,3,3,433,Potential Loyalist
14241.0,2011-06-09 11:46:00,183,10,213.70000000000002,1,1,1,111,At Risk
14242.0,2011-04-19 11:46:00,234,16,280.55,1,2,2,122,At Risk
14243.0,2011-12-01 11:12:00,8,148,2535.88,5,5,5,555,Champion
14245.0,2011-06-16 14:33:00,175,112,1677.48,2,4,4,244,Others
14246.0,2011-08-21 11:50:00,110,75,1474.06,2,4,4,244,Others
14247.0,2011-03-06 15:21:00,277,20,136.76999999999998,1,2,1,121,At Risk
14248.0,2011-01-25 14:45:00,317,8,302.58,1,1,2,112,At Risk
14250.0,2011-12-02 14:30:00,6,111,1904.05,5,4,4,544,Others
14251.0,2011-12-08 08:32:00,1,78,2879.7000000000003,5,4,5,545,Big Spenders
14256.0,2011-03-30 16:39:00,253,54,935.0600000000001,1,3,4,134,At Risk
14257.0,2011-10-19 13:38:00,50,107,3087.27,3,4,5,345,Big Spenders
14258.0,2011-11-30 15:27:00,8,112,12650.08,5,4,5,545,Big Spenders
14259.0,2011-07-21 10:44:00,141,5,120.0,2,1,1,211,Others
14261.0,2011-10-20 10:04:00,50,52,1163.45,3,3,4,334,Others
14262.0,2011-12-01 14:17:00,7,143,2618.23,5,5,5,555,Champion
14264.0,2011-07-08 10:20:00,154,19,319.47,2,2,2,222,Others
14265.0,2011-08-22 13:32:00,108,31,530.18,2,3,3,233,Others
14267.0,2011-07-12 11:11:00,150,66,1279.09,2,4,4,244,Others
14270.0,2011-01-12 09:33:00,331,29,492.65000000000003,1,2,3,123,At Risk
14271.0,2011-04-28 12:47:00,225,10,112.32,1,1,1,111,At Risk
14272.0,2011-09-27 10:08:00,73,33,437.96,2,3,2,232,Others
14273.0,2011-10-19 13:20:00,50,29,559.97,3,2,3,323,Others
14276.0,2011-09-12 17:49:00,87,75,1019.39,2,4,4,244,Others
14277.0,2011-11-24 15:01:00,14,228,3957.0,4,5,5,455,Loyal
14280.0,2011-05-27 10:37:00,196,8,134.04,1,1,1,111,At Risk
14282.0,2011-12-06 17:04:00,2,156,3729.34,5,5,5,555,Champion
14284.0,2011-11-09 08:11:00,30,34,578.45,4,3,3,433,Potential Loyalist
14285.0,2011-11-18 14:50:00,20,27,1910.01,4,2,4,424,Potential Loyalist
